City,Description,Temperature (C),Feels Like (C),Minimun Temp (C),Maximum Temp (C),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Tangier,broken clouds,18.640000000000043,19.170000000000016,18.640000000000043,18.640000000000043,1013,100,5.66,2024-10-16 09:00:37,2024-10-16 07:30:46,2024-10-16 18:46:23
